measurement_id,case_id,method,trial,PP0,PA,gamma,best_PP0,best_PA,best_gamma,loss,best_loss,feasible
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,44,1.5794599661202289,0.11040586729053765,0.05871748883253767,2.4828163582237814,0.07521412611000104,0.06766891621679215,0.17931522532167385,0.0595462061579873,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,45,1.8582943683744118,0.12067378054006161,0.07068615092687099,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.059356573181031574,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,46,2.705870470855335,0.08287471167199337,0.06917638842213028,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.17141224232530497,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,47,1.8949981907593967,0.09964158058383038,0.0693833338336157,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.09194853450599019,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,48,1.1361826636017098,0.11858252826829742,0.072823110828907,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.34324360106103535,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,49,1.9631048444488046,0.10474626648608486,0.07692338069717758,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.06004353340485094,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,50,1.5335198993036614,0.12938452034556652,0.06929162566624508,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.14012918194447524,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,51,2.1675535272657336,0.105117608476584,0.07833861392876955,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.09550785601504543,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,52,2.1141529003719084,0.10683978727622578,0.06801371457132571,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.08276932195128664,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,53,1.0840723675818582,0.1666549758157791,0.0844775763608826,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.26424667477461183,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,54,1.5589734994732698,0.14610306855374694,0.06966563695468711,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.08973245456137106,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,55,2.21919395505028,0.14620712555980397,0.0753465538266633,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.28987128907990745,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,56,1.3975126223341645,0.1508591653815964,0.08194950909565069,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.14749458953819836,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,57,2.219066282299419,0.10914441255987253,0.08178478521527627,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.1337113293189714,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,58,2.5376387533501465,0.07680607548756933,0.07606872411894827,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.07880410669710257,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,59,1.656769282139616,0.10785915522117581,0.08263442996624058,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.15285785680431876,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,60,2.0644059633648504,0.11171882348248646,0.07934907162573818,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.08476306038065662,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,61,1.6599607516882038,0.13861205507851404,0.06036798384975605,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.07122043795937891,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,62,2.090013017823363,0.10438578413480423,0.06767083759689929,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.06785837899164075,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,63,1.7274153737592004,0.10984334824653919,0.08257292299042224,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.11719524751196549,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,64,1.8660486765658462,0.12678621206675217,0.06573777386730968,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.06603710492299852,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,65,1.8842795713006648,0.11020520184280891,0.08120324020149572,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.0647905658939996,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,66,1.210754555102048,0.16865604482927732,0.06287901257528165,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.20154879053502675,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,67,2.0466630254666276,0.096612789680297,0.07464249035479927,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.06006885874407537,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,68,1.7327205166788224,0.09653606061738146,0.07057036102164574,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.16602514645674166,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,69,2.775632847628872,0.09216967165324143,0.07236920232685873,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.2613260632119914,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,70,1.5640287412580398,0.14579250818192752,0.06198141590770221,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.08915700409227867,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,71,1.4381243233784922,0.14873420560058617,0.06095476397057808,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.13596918332449076,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,72,2.062675796754856,0.11194719381658236,0.06605815577868632,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.0835245804138164,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,73,2.313174853616767,0.10793040832932109,0.07441540381596834,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.16629859393072524,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,74,1.6793487257206017,0.12497799991070994,0.0661002076363789,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.09238090860983815,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,75,2.083974760920495,0.09361704952691399,0.07785203373310187,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.059536073981695,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,76,2.4961552608509674,0.05776747298045359,0.0820611234269141,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.10713078228277245,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,77,2.52349073279024,0.07842571913057435,0.061760647831469076,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.082007002360838,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,78,1.831971391818325,0.11301241369849359,0.05911589649361382,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.0728761551836434,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,79,2.2467395721792625,0.09222278808315376,0.08597227046483488,1.8582943683744118,0.12067378054006161,0.07068615092687099,0.06960872854808257,0.059356573181031574,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,80,2.242198175862817,0.08743241478488123,0.07260456871532815,2.242198175862817,0.08743241478488123,0.07260456871532815,0.056181988263677325,0.056181988263677325,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,81,2.0392777547821805,0.09755291849152439,0.07772717836884947,2.242198175862817,0.08743241478488123,0.07260456871532815,0.05957277821310309,0.056181988263677325,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,82,2.0093006842865506,0.10167673478983405,0.08593514386755585,2.242198175862817,0.08743241478488123,0.07260456871532815,0.058149160017477976,0.056181988263677325,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,83,1.6880149474662993,0.10450549677641097,0.0766652017588002,2.242198175862817,0.08743241478488123,0.07260456871532815,0.15266417453723358,0.056181988263677325,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,84,1.9378774729146708,0.11264322105389434,0.07085652599988798,2.242198175862817,0.08743241478488123,0.07260456871532815,0.05860125820202343,0.056181988263677325,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,85,1.9809305910938304,0.08828915833125606,0.08045789671883186,2.242198175862817,0.08743241478488123,0.07260456871532815,0.10637398709989077,0.056181988263677325,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,86,2.0468698729226182,0.11111060483835193,0.0705394039056354,2.242198175862817,0.08743241478488123,0.07260456871532815,0.07627102500374879,0.056181988263677325,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,87,1.8925421344097326,0.10075312764520244,0.06875220750027611,2.242198175862817,0.08743241478488123,0.07260456871532815,0.08892188066994111,0.056181988263677325,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,88,1.924463537294046,0.10903172755427654,0.07842256581775164,2.242198175862817,0.08743241478488123,0.07260456871532815,0.06002386990892333,0.056181988263677325,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,89,2.3453728341111906,0.05826217660026771,0.094036151132846,2.242198175862817,0.08743241478488123,0.07260456871532815,0.14768248023735214,0.056181988263677325,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,90,2.2073311283250456,0.08638198978192002,0.09098237345408536,2.2073311283250456,0.08638198978192002,0.09098237345408536,0.05597905614288291,0.05597905614288291,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,91,2.6534255804936735,0.07585384396542899,0.07286783654996362,2.2073311283250456,0.08638198978192002,0.09098237345408536,0.10735905291214316,0.05597905614288291,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,92,2.497583604670972,0.08043091841244548,0.07690224063944416,2.2073311283250456,0.08638198978192002,0.09098237345408536,0.08642348762668602,0.05597905614288291,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,93,2.4280683683879376,0.08597009624208643,0.07508378418897554,2.2073311283250456,0.08638198978192002,0.09098237345408536,0.0940193575008196,0.05597905614288291,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,94,2.0547370592543217,0.09394999772597604,0.0817432108664511,2.2073311283250456,0.08638198978192002,0.09098237345408536,0.06379806992593039,0.05597905614288291,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,95,2.30071705350047,0.11322902432739083,0.073739131150528,2.2073311283250456,0.08638198978192002,0.09098237345408536,0.18704712699859338,0.05597905614288291,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,96,1.4310318581110324,0.11825494142859004,0.09794429341442215,2.2073311283250456,0.08638198978192002,0.09098237345408536,0.21436914271386343,0.05597905614288291,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,97,1.9926601497399647,0.10209026381978362,0.09037268998554154,2.2073311283250456,0.08638198978192002,0.09098237345408536,0.059372250538915275,0.05597905614288291,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,98,2.230936684325445,0.07895676867101943,0.08777576735091246,2.2073311283250456,0.08638198978192002,0.09098237345408536,0.06991779972934284,0.05597905614288291,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,99,1.9885819241722393,0.09415503148469712,0.0880962512989876,2.2073311283250456,0.08638198978192002,0.09098237345408536,0.07985551140677435,0.05597905614288291,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,100,2.137319275835071,0.09198019961261493,0.08588463598391384,2.2073311283250456,0.08638198978192002,0.09098237345408536,0.05624103460287638,0.05597905614288291,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,1,3.0,0.125,0.07,3.0,0.125,0.07,0.5628434392461068,0.5628434392461068,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,2,3.521635756509514,0.1710554285855088,0.07681783094745753,3.0,0.125,0.07,1.0384804816813233,0.5628434392461068,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,3,3.6387704942886097,0.18402117793521588,0.04337665815834715,3.0,0.125,0.07,1.1432684424883985,0.5628434392461068,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,4,3.0581857447315373,0.14311417038198104,0.08226311609660895,3.0,0.125,0.07,0.6895687728085261,0.5628434392461068,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,5,2.0350745721342554,0.19845069914742808,0.08959093954107587,2.0350745721342554,0.19845069914742808,0.08959093954107587,0.3540433233539153,0.3540433233539153,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,6,2.3239605161371872,0.11302027450625081,0.08696485167949544,2.3239605161371872,0.11302027450625081,0.08696485167949544,0.1977766883007404,0.1977766883007404,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,7,2.954116746000916,0.07844710798934793,0.08497311919482561,2.3239605161371872,0.11302027450625081,0.08696485167949544,0.22833662947526231,0.1977766883007404,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,8,3.6709300938906404,0.13184225450385811,0.06148982994865629,2.3239605161371872,0.11302027450625081,0.08696485167949544,0.8838641102019603,0.1977766883007404,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,9,2.802739786318662,0.059357331741392655,0.06258916924050839,2.802739786318662,0.059357331741392655,0.06258916924050839,0.05605447881840917,0.05605447881840917,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,10,4.304639328190438,0.11626497977908695,0.04648818803350748,2.802739786318662,0.059357331741392655,0.06258916924050839,0.9918985702698696,0.05605447881840917,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,11,3.226125221421625,0.10280601431473094,0.09851111656646444,2.802739786318662,0.059357331741392655,0.06258916924050839,0.5123365111918334,0.05605447881840917,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,12,2.4083740958365394,0.18618031544866015,0.07512636993013003,2.802739786318662,0.059357331741392655,0.06258916924050839,0.5274705879977288,0.05605447881840917,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,13,2.6474510920867695,0.0894592205557804,0.0749135697974976,2.802739786318662,0.059357331741392655,0.06258916924050839,0.19434511530362775,0.05605447881840917,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,14,3.3715908600211306,0.09053120927278266,0.0833486291940534,2.802739786318662,0.059357331741392655,0.06258916924050839,0.4701374549233402,0.05605447881840917,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,15,1.3735998527605182,0.11582958471483737,0.06654127321696066,2.802739786318662,0.059357331741392655,0.06258916924050839,0.24993703570821468,0.05605447881840917,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,16,2.4972447141171656,0.07766598054992713,0.05883355643629812,2.802739786318662,0.059357331741392655,0.06258916924050839,0.07111480635823862,0.05605447881840917,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,17,2.347862078445556,0.07377523712947594,0.051376166860600245,2.802739786318662,0.059357331741392655,0.06258916924050839,0.06521910886112132,0.05605447881840917,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,18,3.600502260752302,0.051668134314672265,0.04878950787093644,2.802739786318662,0.059357331741392655,0.06258916924050839,0.18922244961112494,0.05605447881840917,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,19,1.4184964453829232,0.05412331106647569,0.04338748213070011,2.802739786318662,0.059357331741392655,0.06258916924050839,0.46177279358810613,0.05605447881840917,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,20,2.509986267976391,0.1340344843487488,0.045307060633476004,2.802739786318662,0.059357331741392655,0.06258916924050839,0.3787159763085287,0.05605447881840917,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,21,4.869475728555166,0.07854873311330199,0.06371858352313022,2.802739786318662,0.059357331741392655,0.06258916924050839,0.7874554049969221,0.05605447881840917,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,22,2.2855920667692597,0.07727317641078656,0.057295573370735806,2.802739786318662,0.059357331741392655,0.06258916924050839,0.06541430505992173,0.05605447881840917,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,23,1.7024265811899242,0.05332149371929887,0.06812986533637683,2.802739786318662,0.059357331741392655,0.06258916924050839,0.3788903011941181,0.05605447881840917,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,24,2.460576495441372,0.07191371396328289,0.04129307674983902,2.460576495441372,0.07191371396328289,0.04129307674983902,0.05469950113920545,0.05469950113920545,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,25,2.983234784889766,0.0955584597024015,0.04755002206313426,2.460576495441372,0.07191371396328289,0.04129307674983902,0.36163879879451655,0.05469950113920545,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,26,2.455927503647555,0.05492121325078886,0.04225866605341224,2.460576495441372,0.07191371396328289,0.04129307674983902,0.1415163809639633,0.05469950113920545,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,27,1.9680542682072713,0.10128424690066276,0.04327043013634589,2.460576495441372,0.07191371396328289,0.04129307674983902,0.06734721122253683,0.05469950113920545,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,28,3.9427935522769015,0.05459464896191936,0.0723750514597619,2.460576495441372,0.07191371396328289,0.04129307674983902,0.30781668539254553,0.05469950113920545,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,29,3.013937271929014,0.053574622758824415,0.06771928866543536,2.460576495441372,0.07191371396328289,0.04129307674983902,0.06389603205063572,0.05469950113920545,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,30,3.4409028492821676,0.060854211861195,0.0646933271469963,2.460576495441372,0.07191371396328289,0.04129307674983902,0.23231335021540706,0.05469950113920545,True
