measurement_id,case_id,method,trial,PP0,PA,gamma,best_PP0,best_PA,best_gamma,loss,best_loss,feasible
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,1,3.0,0.125,0.07,3.0,0.125,0.07,0.5628434392461068,0.5628434392461068,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,2,2.309718796923967,0.14444991405553861,0.047303920612024215,2.309718796923967,0.14444991405553861,0.047303920612024215,0.3241375768653316,0.3241375768653316,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,3,1.5647959748304545,0.18368612604474233,0.07099371036021056,1.5647959748304545,0.18368612604474233,0.07099371036021056,0.07504698610022666,0.07504698610022666,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,4,3.330525667466902,0.09706529994123778,0.054750674541199376,1.5647959748304545,0.18368612604474233,0.07099371036021056,0.5044420901390464,0.07504698610022666,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,5,2.7727907691908307,0.1793984549075327,0.05755719073434784,1.5647959748304545,0.18368612604474233,0.07099371036021056,0.6990347510930187,0.07504698610022666,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,6,3.6693343492327894,0.13308783612094938,0.07659729626686589,1.5647959748304545,0.18368612604474233,0.07099371036021056,0.8932057385818544,0.07504698610022666,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,7,3.594215848084879,0.14411026285735098,0.09170691434119327,1.5647959748304545,0.18368612604474233,0.07099371036021056,0.9316486109602928,0.07504698610022666,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,8,4.021518397918754,0.1402365466167298,0.07144751094227382,1.5647959748304545,0.18368612604474233,0.07099371036021056,1.0750240856707116,0.07504698610022666,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,9,3.239288595102835,0.15888184465505806,0.07041929369596539,1.5647959748304545,0.18368612604474233,0.07099371036021056,0.8498613252065579,0.07504698610022666,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,10,2.363725663791551,0.10293177484545171,0.07856548463878868,1.5647959748304545,0.18368612604474233,0.07099371036021056,0.16203393549384953,0.07504698610022666,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,11,2.127599766687426,0.1334982890160642,0.08096301891713678,1.5647959748304545,0.18368612604474233,0.07099371036021056,0.1966439972796399,0.07504698610022666,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,12,1.9485177852544264,0.11405854491246847,0.0534457347069784,1.9485177852544264,0.11405854491246847,0.0534457347069784,0.059903358366568564,0.059903358366568564,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,13,2.414836397518472,0.12010405081484977,0.05719575053054417,1.9485177852544264,0.11405854491246847,0.0534457347069784,0.26969642706483876,0.059903358366568564,True
