measurement_id,case_id,Td,truth_PP0,truth_PA,truth_gamma,realized_sensor_noise_rel,initial_sensor_loss,initial_profile_truth_rel_l2,initial_fullfield_truth_rel_l2,truth_input_sensor_loss,truth_input_profile_truth_rel_l2,truth_input_fullfield_truth_rel_l2,method,effective_sampler,loss,PP0,PA,gamma,PP0_abs_error,PA_abs_error,gamma_abs_error,condition_normalized_rmse,profile_sensor_rel_l2,profile_truth_rel_l2,fullfield_truth_rel_l2,wall_s,n_trials,invalid_trials,best_trial,sensor_loss_reduction_fraction,profile_truth_improved,fullfield_truth_improved
M1,case_td003_pa050_pp0_3_gamma_010__steady,0.03,3.0,0.05,0.1,0.051418192385038836,0.5628434392461068,0.5506242146893123,0.49007615650163294,0.05425676600499663,0.013277025640316105,0.024353289677698325,cmaes,cmaes,0.05504905143876742,2.2677381677204247,0.0850170124778119,0.05912660022782544,0.7322618322795753,0.0350170124778119,0.040873399772174565,0.4289815736754838,0.05504905143876742,0.01498723313241018,0.045939429066244424,19.00908319998416,100,0,36,0.9021947355156131,True,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,0.03,3.0,0.05,0.1,0.051418192385038836,0.5628434392461068,0.5506242146893123,0.49007615650163294,0.05425676600499663,0.013277025640316105,0.024353289677698325,tpe,tpe,0.05834796809502222,2.049897043978054,0.10382115110260044,0.04877861790825895,0.9501029560219458,0.05382115110260044,0.051221382091741055,0.5519503389860771,0.05834796809502222,0.022371123271949348,0.057152636815021016,18.91051129999687,100,0,49,0.8963335733766824,True,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,0.03,3.0,0.05,0.1,0.051418192385038836,0.5628434392461068,0.5506242146893123,0.49007615650163294,0.05425676600499663,0.013277025640316105,0.024353289677698325,random,random,0.06392772775105891,1.6918168844485586,0.13869699619734338,0.09499193588654184,1.3081831155514414,0.08869699619734338,0.005008064113458166,0.39309762676668464,0.06392772775105891,0.04107423983506144,0.09762859884105043,18.61596099997405,100,0,23,0.8864200534402852,True,True
M2,case_td016_pp0_1_gamma_007__steady,0.16,1.0,0.1,0.07,0.04555054715632155,1.7278961645927335,1.7504060242044541,1.700202995592583,0.04631699798266529,0.009610722744429192,0.033446358479028486,cmaes,cmaes,0.04384446466352651,1.4277971549079242,0.060365192684290477,0.06971725708226345,0.42779715490792425,0.03963480731570953,0.0002827429177365559,0.16459944562573248,0.04384446466352651,0.027959093081481992,0.06209421232501751,18.6278729000187,100,0,70,0.974625521161533,True,True
M2,case_td016_pp0_1_gamma_007__steady,0.16,1.0,0.1,0.07,0.04555054715632155,1.7278961645927335,1.7504060242044541,1.700202995592583,0.04631699798266529,0.009610722744429192,0.033446358479028486,tpe,tpe,0.04273549534319884,1.191106081703731,0.08039654866838515,0.06239034904772217,0.1911060817037309,0.019603451331614855,0.0076096509522778355,0.10870082179989196,0.04273549534319884,0.018813777028375975,0.04188048328283507,18.941684500023257,100,0,57,0.975267324380414,True,True
M2,case_td016_pp0_1_gamma_007__steady,0.16,1.0,0.1,0.07,0.04555054715632155,1.7278961645927335,1.7504060242044541,1.700202995592583,0.04631699798266529,0.009610722744429192,0.033446358479028486,random,random,0.047255228083155375,1.54223565996565,0.05389061446129427,0.04694846406312452,0.5422356599656499,0.046109385538705736,0.023051535936875485,0.2946592144248887,0.047255228083155375,0.036628346145087094,0.07658952394707279,18.687802800006466,100,0,86,0.9726515811242087,True,True
M3,case_td030_pa200_pp0_5_gamma_004__steady,0.3,5.0,0.2,0.04,0.045684609598840104,0.4420755918508906,0.4344063520442718,0.42336713440300755,0.050309085967164796,0.013868441827018938,0.016967188777437192,cmaes,cmaes,0.05258529001098062,4.909495940429681,0.1999692315954506,0.055083536208336115,0.0905040595703186,3.0768404549408324e-05,0.015083536208336114,0.14572811683731163,0.05258529001098062,0.015648310353645358,0.018495401068672934,18.704007499996806,100,0,92,0.8810490988864246,True,True
M3,case_td030_pa200_pp0_5_gamma_004__steady,0.3,5.0,0.2,0.04,0.045684609598840104,0.4420755918508906,0.4344063520442718,0.42336713440300755,0.050309085967164796,0.013868441827018938,0.016967188777437192,tpe,tpe,0.05018452727629023,4.991486249209899,0.19953808388290403,0.06562740783629935,0.008513750790100971,0.00046191611709597846,0.025627407836299347,0.24660931764582963,0.05018452727629023,0.013856819162694939,0.016767806849054944,18.927891800005455,100,0,32,0.8864797600198268,True,True
M3,case_td030_pa200_pp0_5_gamma_004__steady,0.3,5.0,0.2,0.04,0.045684609598840104,0.4420755918508906,0.4344063520442718,0.42336713440300755,0.050309085967164796,0.013868441827018938,0.016967188777437192,random,random,0.0633188309728989,4.8453761863188785,0.19138190583370218,0.07686859136723206,0.15462381368112155,0.00861809416629783,0.03686859136723206,0.35701383607107584,0.0633188309728989,0.03246075998523999,0.03350252705112773,19.077248399989912,100,0,93,0.8567692219608996,True,True
